ID  объявления,Метро,Адрес,время пешком
225860654,м. Кузнецкий мост ,"Москва,  Варсонофьевский переулок,  4С1",2
274568774,м. Сретенский бульвар ,"Москва,  улица Сретенка,  9",4
271175941,м. Трубная ,"Москва,  Звонарский переулок,  1",6
274356905,м. Сухаревская ,"Москва,  переулок Васнецова,  11С1",8
268192176,м. Цветной бульвар ,"Москва,  Малый Сухаревский переулок,  7",5
274217256,м. Проспект Мира ,"Москва,  Большая Переяславская улица,  11",8
274847835,м. Рижская ,"Москва,  проспект Мира,  68",6
274537716,м. Рижская ,"Москва,  2-й Крестовский переулок,  8",5
274340524,м. Проспект Мира ,"Москва,  переулок Васнецова,  11С1",8
271972500,м. Сухаревская ,"Москва,  улица Гиляровского,  4К1",5
237156911,м. Проспект Мира ,"Москва,  Грохольский переулок,  10/5",5
274019839,м. Трубная ,"Москва,  Малый Кисельный переулок,  4к1",5
268431022,м. Трубная ,"Москва,  переулок Печатников,  6",2
274713768,м. Трубная ,"Москва,  переулок Печатников,  3С1",2
269675669,м. Цветной бульвар ,"Москва,  Последний переулок,  5",6
273905760,м. Сретенский бульвар ,"Москва,  улица Сретенка,  9",4
267064065,м. Трубная ,"Москва,  Неглинная улица,  18С1",6
274859209,м. Проспект Мира ,"Москва,  проспект Мира,  33к1",1
270580932,м. Цветной бульвар ,"Москва,  Малый Сухаревский переулок,  7",3
271453510,м. Кузнецкий мост ,"Москва,  Варсонофьевский переулок,  4С1",5
274553672,м. Сретенский бульвар ,"Москва,  улица Сретенка,  9",4
274916044,м. Проспект Мира ,"Москва,  Большая Переяславская улица,  15",11
230040643,м. Проспект Мира ,"Москва,  Большая Переяславская улица,  9",9
273963314,м. Проспект Мира ,"Москва,  Большая Переяславская улица,  15",9
274016615,м. Проспект Мира ,"Москва,  Грохольский переулок,  10/5",6
269936434,м. Проспект Мира ,"Москва,  Большая Переяславская улица,  11",9
274549022,м. Рижская ,"Москва,  2-й Крестовский переулок,  8",6
268907598,м. Цветной бульвар ,"Москва,  Последний переулок,  7",5
273350191,м. Рижская ,"Москва,  Большая Переяславская улица,  19",6
274995605,м. Проспект Мира ,"Москва,  улица Гиляровского,  36С1а",1
274339073,м. Проспект Мира ,"Москва,  Большая Переяславская улица,  10",9
274550310,м. Рижская ,"Москва,  проспект Мира,  70",6
272839407,м. Проспект Мира ,"Москва,  проспект Мира,  56С2",4
243736175,м. Кузнецкий мост ,"Москва,  Рождественский бульвар,  5/7С1",9
274377532,м. Цветной бульвар ,"Москва,  Цветной бульвар,  28С3",6
272685227,м. Проспект Мира ,"Москва,  проспект Мира,  45",1
269864145,м. Проспект Мира ,"Москва,  проспект Мира,  33к1",1
270980996,м. Трубная ,"Москва,  Звонарский переулок,  1",4
272753865,м. Проспект Мира ,"Москва,  проспект Мира,  45",4
271723569,м. Проспект Мира ,"Москва,  проспект Мира,  44",2
273821511,м. Достоевская ,"Москва,  улица Дурова,  3/13",5
274529945,м. Цветной бульвар ,"Москва,  Троицкая улица,  9К1",6
273670495,м. Кузнецкий мост ,"Москва,  Варсонофьевский переулок,  8С3",5
267627913,м. Проспект Мира ,"Москва,  Слесарный переулок,  3",6
266838052,м. Проспект Мира ,"Москва,  Ботанический переулок,  5",5
273571446,м. Проспект Мира ,"Москва,  Слесарный переулок,  3",5
274092140,м. Сухаревская ,"Москва,  улица Гиляровского,  7",6
274082061,м. Трубная ,"Москва,  переулок Печатников,  3С1",2
275005419,м. Сухаревская ,"Москва,  Большой Сергиевский переулок,  18",6
273909459,м. Тургеневская ,"Москва,  улица Сретенка,  9",7
254126155,м. Проспект Мира ,"Москва,  Протопоповский переулок,  17С3",4
255696192,м. Проспект Мира ,"Москва,  Протопоповский переулок,  17С3",4
273640342,м. Сухаревская ,"Москва,  Последний переулок,  21",4
274984130,м. Цветной бульвар ,"Москва,  Цветной бульвар,  16/1",5
274930457,м. Цветной бульвар ,"Москва,  Цветной бульвар,  16/1",4
273633851,м. Сухаревская ,"Москва,  Последний переулок,  21",4
271702039,м. Трубная ,"Москва,  Цветной бульвар,  16/1",4
